rebounds,turnoverHeld,centrePassToGoalPerc,penalties,deflectionWithNoGain,generalPlayTurnovers,interceptPassThrown,gain,points,goalMisses,blocked,deflectionWithGain,goalAssists,tossUpWin,centrePassReceives,obstructionPenalties,feeds,playerId,goals,offsides,secondPhaseReceive,badPasses,period,breaks,blocks,badHands,missedGoalTurnover,squadId,startingPositionCode,possessionChanges,goalAttempts,contactPenalties,quartersPlayed,minutesPlayed,feedWithAttempt,unforcedTurnovers,pickups,currentPositionCode,gainToGoalPerc,intercepts,matchId,periodId
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030095,0,0,0,0,3,0,0,0,0,9490,GS,0,0,0,0,0,0,0,0,I,0,0,119960101,3
0,0,0,2,0,4,2,0,0,0,0,0,1,0,0,0,2,1030574,0,0,1,0,3,0,0,1,0,9492,I,4,0,2,1,9,2,2,0,WA,0,0,119960101,3
0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,4,1030573,0,1,4,0,3,0,0,0,0,9492,C,3,0,0,1,15,3,2,1,C,0,0,119960101,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030572,0,0,0,0,3,0,0,0,0,9492,I,0,0,0,0,0,0,0,0,I,0,0,119960101,3
0,0,0,0,0,2,1,0,2,1,0,0,0,0,2,0,1,1030571,2,0,1,0,3,0,0,0,0,9492,GA,2,3,0,1,5,0,0,1,I,0,0,119960101,3
0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1030569,0,0,0,0,3,0,0,0,0,9492,WD,0,0,3,1,15,0,0,1,WD,0,0,119960101,3
0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,0,1030568,0,0,1,0,3,0,0,0,0,9492,GD,0,0,1,1,15,0,0,1,GD,0,0,119960101,3
0,0,0,5,1,1,0,2,0,0,0,1,0,0,0,1,0,1030567,0,1,0,0,3,0,0,0,0,9492,I,1,0,4,0,0,0,1,0,I,0,1,119960101,3
0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1030565,2,0,0,0,3,0,0,0,3,9492,I,3,5,0,1,15,0,0,0,GS,0,0,119960101,3
0,0,0,0,0,3,1,0,1,0,0,0,1,0,6,0,2,1030564,1,0,1,1,3,0,0,0,0,9492,WA,3,1,0,1,15,1,1,0,GA,0,0,119960101,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030563,0,0,0,0,3,0,0,0,0,9492,I,0,0,0,0,0,0,0,0,I,0,0,119960101,3
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1030562,1,0,0,0,3,0,0,0,0,9492,GS,0,1,0,0,0,0,0,0,I,0,0,119960101,3
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1030561,0,0,0,0,3,0,0,0,0,9492,GK,0,0,2,1,15,0,0,0,GK,0,0,119960101,3
0,0,0,2,0,3,0,2,0,0,0,1,0,0,4,1,0,1030109,0,0,1,0,3,0,0,1,0,9490,I,3,0,1,1,15,0,3,1,GD,0,1,119960101,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030108,0,0,0,0,3,0,0,0,0,9490,GD,0,0,0,0,0,0,0,0,I,0,0,119960101,3
0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,4,1030107,0,0,0,0,3,0,0,0,0,9490,I,1,0,0,1,2,3,0,0,C,0,0,119960101,3
0,0,0,2,1,2,0,1,0,0,0,0,4,0,0,0,5,1030106,0,2,1,0,3,0,0,0,0,9490,C,2,0,2,1,12,4,2,3,I,0,1,119960101,3
0,0,0,1,1,1,0,1,0,0,0,1,5,0,3,0,6,1030105,0,0,5,1,3,0,0,0,0,9490,WA,1,0,1,1,15,5,1,0,WA,0,0,119960101,3
0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,2,1030104,16,0,1,0,3,0,0,0,0,9490,I,0,16,0,1,14,1,0,0,GS,0,0,119960101,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030102,0,0,0,0,3,0,0,0,0,9490,GA,0,0,0,0,0,0,0,0,I,0,0,119960101,3
0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1030101,0,0,1,0,3,0,0,0,0,9490,WD,0,0,3,1,15,0,0,2,WD,0,0,119960101,3
0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1030099,0,0,0,0,3,0,0,0,0,9490,GK,0,0,0,1,7,0,0,0,I,0,1,119960101,3
2,0,0,3,2,0,0,4,0,0,0,0,0,0,0,1,0,1030097,0,0,0,0,3,0,0,0,0,9490,I,0,0,2,1,7,0,0,0,GK,0,2,119960101,3
0,0,0,0,1,1,1,0,5,0,0,0,8,0,4,0,11,1030096,5,0,0,0,3,0,0,0,0,9490,I,1,5,0,1,15,8,0,0,GA,0,0,119960101,3
