period,distanceCode,scorepoints,periodSeconds,positionCode,squadId,playerId,scoreName,matchId,scoreFlowId
3,1,0,337,1,810,1007298,miss,113911404,113911404_1
3,0,1,341,0,810,1007298,goal,113911404,113911404_1
3,3,1,357,3,8118,80150,goal,113911404,113911404_1
3,3,1,373,1,810,80826,goal,113911404,113911404_1
3,0,1,391,1,8118,80150,goal,113911404,113911404_1
3,0,1,424,1,8118,80150,goal,113911404,113911404_1
3,0,1,434,1,8118,80150,goal,113911404,113911404_1
3,1,1,456,1,810,1007298,goal,113911404,113911404_1
3,3,1,477,1,8118,80150,goal,113911404,113911404_1
3,0,1,507,1,810,80826,goal,113911404,113911404_1
3,3,1,526,3,8118,80150,goal,113911404,113911404_1
3,0,1,548,1,810,80826,goal,113911404,113911404_1
3,0,1,568,1,8118,80150,goal,113911404,113911404_1
3,3,1,591,1,810,80826,goal,113911404,113911404_1
3,0,1,628,1,810,80826,goal,113911404,113911404_1
3,3,1,648,3,810,80826,goal,113911404,113911404_1
3,0,1,662,0,8118,80150,goal,113911404,113911404_1
3,3,1,683,1,810,80826,goal,113911404,113911404_1
3,1,2,702,1,8118,80150,2pt Goal,113911404,113911404_1
3,0,1,717,1,810,80826,goal,113911404,113911404_1
3,1,0,745,2,8118,1019169,2pt Miss,113911404,113911404_1
3,0,1,752,2,8118,1019169,goal,113911404,113911404_1
3,0,1,799,2,8118,1019169,goal,113911404,113911404_1
3,0,1,839,1,810,80826,goal,113911404,113911404_1
3,1,2,862,1,810,1007298,2pt Goal,113911404,113911404_1
3,1,0,887,1,8118,80150,2pt Miss,113911404,113911404_1
3,0,1,900,1,8118,80150,goal,113911404,113911404_1
4,3,1,48,3,8118,80150,goal,113911404,113911404_1
4,0,1,119,2,810,1007298,goal,113911404,113911404_1
4,3,1,143,3,810,80826,goal,113911404,113911404_1
4,0,1,167,2,8118,1019169,goal,113911404,113911404_1
4,0,1,225,0,8118,1019169,goal,113911404,113911404_1
4,0,1,249,0,8118,80150,goal,113911404,113911404_1
4,0,1,263,1,810,80826,goal,113911404,113911404_1
4,0,0,305,0,8118,1019169,miss,113911404,113911404_1
4,0,1,334,0,810,80826,goal,113911404,113911404_1
4,0,1,351,1,810,80826,goal,113911404,113911404_1
4,0,1,392,0,810,80826,goal,113911404,113911404_1
4,0,1,442,1,810,80826,goal,113911404,113911404_1
4,0,1,462,1,8118,80150,goal,113911404,113911404_1
4,0,1,489,1,810,80826,goal,113911404,113911404_1
4,0,1,531,1,810,80826,goal,113911404,113911404_1
4,0,1,557,1,810,80826,goal,113911404,113911404_1
