periodSecs,awaySquadName,matchType,homeSquadId,homeSquadShortCode,homeSquadNickname,matchStatus,roundNumber,homeSquadName,awaySquadNickname,venueId,awaySquadId,venueCode,localStartTime,matchId,homeSquadScore,period,finalCode,periodCompleted,finalShortCode,awaySquadScore,venueName,utcStartTime,awaySquadCode,homeSquadCode,awaySquadShortCode,matchNumber,sportId,fixtureId
2401,Maori All-Stars,H,340,IAS,Indigenous,complete,1,Indigenous All-Stars,Maori,3326,8566,QCBS,2024-02-16T19:10:00+10:00,124570101,22,2,,2,,14,Queensland Country Bank Stadium,2024-02-16T09:10:00Z,MAORI,IAS,MAORI,1,3,12457
