marksInside50,handballs,positionCode,clangers,hitoutsToAdvantage,penalty50sAgainst,disposals,goalAssists,kickEfficiency,kicksEffective,marksUncontested,tackles,freesFor,behinds,playerId,goals,inside50s,jumperNumber,disposalEfficiency,period,blocks,squadId,marks,hitouts,kicks,marksContested,possessionsContested,freesAgainst,clearances,kicksIneffective,possessionsUncontested,matchId,periodId
0,0,RK,0,1,0,3,0,100,3,0,1,0,0,1001686,0,1,360,100,4,0,8097,0,4,3,0,0,0,0,0,2,100640101,4
0,2,FB,1,0,0,5,0,33,1,1,0,1,0,1004400,0,0,12,60,4,0,8097,1,0,3,0,3,0,0,1,1,100640101,4
0,0,BP,0,0,0,0,0,0,0,0,0,0,0,1004401,0,0,5,0,4,0,8097,0,0,0,0,0,0,0,0,0,100640101,4
0,0,EMERG,0,0,0,0,0,0,0,0,0,0,0,1005864,0,0,54,0,4,0,8097,0,0,0,0,0,0,0,0,0,100640101,4
0,0,INT,0,0,0,0,0,0,0,0,0,0,0,1006649,0,0,11,0,4,0,8097,0,0,0,0,0,0,0,0,0,100640101,4
0,1,HBF,2,0,0,1,0,0,0,0,2,0,0,1006990,0,0,28,0,4,0,8097,0,0,0,0,1,1,0,0,0,100640101,4
0,0,CHB,0,0,0,0,0,0,0,0,0,0,0,1007015,0,0,12,0,4,0,8097,0,0,0,0,0,0,0,0,0,100640101,4
0,0,FP,1,0,0,5,0,40,2,0,3,1,0,1007024,0,0,104,40,4,0,8097,0,0,5,0,4,0,0,2,1,100640101,4
0,1,INT,2,0,0,2,0,0,0,0,0,0,0,1007027,0,0,90,50,4,0,8097,0,1,1,0,0,0,0,0,1,100640101,4
0,0,HFF,0,0,0,0,0,0,0,0,0,0,0,1007139,0,0,22,0,4,0,8097,0,0,0,0,0,0,0,0,0,100640101,4
