tries,runsDummyHalfMetres,sinBins,onReports,runsHitupMetres,tryAssists,ineffectiveTackles,penaltyGoalAttempts,conversionsUnsuccessful,score,possessions,tackleds,kickMetres,kicksGeneralPlay,tackles,incompleteSets,tacklesIneffective,period,handlingErrors,sentOffs,runsDummyHalf,squadId,offloads,bombKicksCaught,runsKickReturn,runsHitup,fieldGoalAttempts,conversionAttempts,penaltiesConceded,tacklesMissed,postContactMetres,position,errors,goalLineDropouts,fortyTwenty,conversions,missedTackles,kicksCaught,metresGained,lineBreaks,tackleBreaks,trySaves,passes,runMetres,lineBreakAssists,runsNormalMetres,scrumWins,runsNormal,runsKickReturnMetres,playerId,jumperNumber,fieldGoals,penaltyGoals,runs,matchId,periodId
0,0,0,0,0,0,0,0,0,0,11,7,0,0,3,2,0,1,0,0,0,9269,0,1,4,0,0,0,0,1,0,Fullback,2,0,0,0,1,2,0,2,4,0,3,0,0,0,0,3,0,1025340,1,0,0,7,117150101,1
0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,1,0,0,3,9269,0,0,0,0,0,0,0,0,0,Wing,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1025346,2,0,0,4,117150101,1
0,0,0,0,0,0,1,0,0,0,5,3,0,0,4,1,1,1,0,0,2,9269,1,0,0,1,0,0,0,0,0,Centre,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1025355,4,0,0,4,117150101,1
0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,1,0,0,1,9269,0,0,1,0,0,0,0,4,0,Wing,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1025345,5,0,0,2,117150101,1
0,0,0,0,0,0,0,0,0,0,17,1,0,2,12,0,0,1,0,0,0,9269,0,0,0,0,0,0,0,0,0,Five-Eighth,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,1025342,6,0,0,2,117150101,1
0,0,0,0,0,0,0,0,0,0,11,0,0,5,5,0,0,1,0,0,0,9269,0,0,0,0,0,0,0,1,0,Halfback,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2,0,0,1025348,7,0,0,0,117150101,1
0,0,0,0,0,0,1,0,0,0,5,4,0,0,13,0,1,1,0,0,0,9269,0,0,0,4,0,0,1,0,0,Prop,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1025352,8,0,0,5,117150101,1
0,0,0,0,0,0,1,0,0,0,39,1,0,0,20,0,1,1,0,0,1,9269,0,0,0,0,0,0,0,4,0,Hooker,0,0,0,0,4,0,0,0,0,0,38,0,0,0,0,1,0,1025336,9,0,0,2,117150101,1
0,0,0,0,0,0,1,0,0,0,7,4,0,0,12,1,1,1,0,0,0,9269,1,0,0,4,0,0,0,2,0,Prop,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1,0,1025335,10,0,0,5,117150101,1
0,0,0,0,0,0,0,0,0,0,6,4,0,0,11,0,0,1,0,0,0,9269,0,0,0,4,0,0,1,1,0,Second Row,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1025356,11,0,0,4,117150101,1
0,0,0,0,0,0,1,0,0,0,6,5,0,0,14,1,1,1,0,0,0,9269,0,0,0,2,0,0,0,0,0,Second Row,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1025354,12,0,0,4,117150101,1
0,0,0,0,0,0,1,0,0,0,5,3,0,0,7,1,1,1,0,0,0,9269,0,0,0,3,0,0,0,3,0,Interchange,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,1025339,13,0,0,4,117150101,1
0,0,0,0,0,0,1,0,0,0,8,4,0,0,17,1,1,1,0,0,0,9269,0,0,0,3,0,0,0,0,0,Lock,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1025341,14,0,0,3,117150101,1
0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,1,0,0,0,9269,0,0,0,4,0,0,0,0,0,Interchange,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1025344,15,0,0,4,117150101,1
0,0,0,0,0,0,1,0,0,0,3,1,0,0,16,1,1,1,0,0,0,9269,1,0,0,3,0,0,0,1,0,Interchange,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1025353,16,0,0,3,117150101,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9269,0,0,0,0,0,0,0,0,0,Interchange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025351,17,0,0,0,117150101,1
0,0,0,0,0,0,0,0,0,0,7,4,0,0,9,1,0,1,0,0,0,9269,0,0,0,2,0,0,0,2,0,Centre,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,1025349,18,0,0,4,117150101,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9269,0,0,0,0,0,0,0,0,0,Interchange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025234,19,0,0,0,117150101,1
0,0,0,0,0,1,0,0,0,0,12,8,0,0,3,0,0,1,0,0,0,9266,0,0,1,1,0,0,0,1,0,Fullback,0,0,0,0,1,0,0,1,4,0,4,0,1,0,0,6,0,1025257,1,0,0,8,117150101,1
1,0,0,0,0,0,1,0,0,4,7,5,0,0,4,0,1,1,0,0,0,9266,0,0,4,1,0,0,0,1,0,Wing,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,2,0,1025273,2,0,0,7,117150101,1
0,0,0,0,0,0,1,0,0,0,9,4,0,0,5,0,1,1,0,0,1,9266,0,0,0,0,0,0,1,1,0,Centre,0,0,0,0,1,0,0,0,2,0,5,0,0,0,0,3,0,1025259,3,0,0,4,117150101,1
0,0,0,0,0,1,0,0,0,0,5,3,0,0,9,0,0,1,0,0,1,9266,0,0,0,1,0,0,0,1,0,Centre,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,2,0,1025264,4,0,0,4,117150101,1
1,0,0,0,0,0,0,0,0,4,6,3,0,0,8,1,0,1,0,0,0,9266,0,1,0,1,0,0,0,1,0,Wing,2,0,0,0,1,1,0,1,1,0,1,0,0,0,0,2,0,1025222,5,0,0,3,117150101,1
0,0,0,0,0,0,0,0,0,0,14,3,0,0,6,0,0,1,0,0,0,9266,0,1,0,0,0,0,0,0,0,Five-Eighth,0,0,0,0,0,1,0,0,0,0,11,0,0,0,6,2,0,1025272,6,0,0,2,117150101,1
0,0,0,0,0,0,0,0,2,0,21,3,0,5,3,1,0,1,0,0,0,9266,1,0,0,0,0,2,0,1,0,Halfback,1,0,0,0,1,0,0,0,2,0,11,0,0,0,0,4,0,1025266,7,0,0,4,117150101,1
0,0,0,0,0,0,1,0,0,0,10,7,0,0,10,1,1,1,0,0,0,9266,1,0,0,8,0,0,0,1,0,Prop,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1025256,8,0,0,8,117150101,1
0,0,0,0,0,0,1,0,0,0,25,5,0,0,12,0,1,1,0,0,3,9266,1,0,0,3,0,0,0,1,0,Hooker,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,2,0,1025262,9,0,0,8,117150101,1
0,0,0,0,0,0,0,0,0,0,13,7,0,0,12,1,0,1,0,0,0,9266,0,0,0,5,0,0,0,1,0,Prop,1,0,0,0,1,0,0,0,2,0,5,0,0,0,0,1,0,1025263,10,0,0,6,117150101,1
0,0,0,0,0,0,0,0,0,0,8,6,0,0,12,1,0,1,0,0,0,9266,0,0,1,0,0,0,0,1,0,Second Row,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,5,0,1025271,11,0,0,6,117150101,1
0,0,0,0,0,0,0,0,0,0,5,3,0,0,7,0,0,1,0,0,0,9266,0,0,0,2,0,0,0,1,0,Second Row,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,1025268,12,0,0,3,117150101,1
0,0,0,0,0,0,1,0,0,0,6,4,0,1,10,0,1,1,0,0,0,9266,1,0,0,5,0,0,0,1,0,Lock,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1025258,13,0,0,5,117150101,1
0,0,0,0,0,0,0,0,0,0,42,5,0,0,9,1,0,1,0,0,5,9266,0,0,0,0,0,0,0,2,0,Interchange,1,0,0,0,2,0,0,0,1,0,36,0,1,0,0,1,0,1025265,14,0,0,6,117150101,1
0,0,0,0,0,0,1,0,0,0,4,4,0,0,2,0,1,1,0,0,0,9266,0,0,0,3,0,0,1,0,0,Interchange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1026835,15,0,0,4,117150101,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9266,0,0,0,0,0,0,0,0,0,Interchange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025274,16,0,0,0,117150101,1
0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,1,0,0,0,9266,0,0,0,3,0,0,0,0,0,Interchange,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1025260,17,0,0,3,117150101,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9266,0,0,0,0,0,0,0,0,0,Interchange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025267,18,0,0,0,117150101,1
