tries,runsDummyHalfMetres,sinBins,onReports,runsHitupMetres,tryAssists,ineffectiveTackles,penaltyGoalAttempts,conversionsUnsuccessful,score,possessions,tackleds,kickMetres,kicksGeneralPlay,tackles,incompleteSets,tacklesIneffective,period,handlingErrors,sentOffs,runsDummyHalf,squadId,offloads,bombKicksCaught,runsKickReturn,runsHitup,fieldGoalAttempts,conversionAttempts,penaltiesConceded,tacklesMissed,postContactMetres,position,errors,goalLineDropouts,fortyTwenty,conversions,missedTackles,kicksCaught,metresGained,lineBreaks,tackleBreaks,trySaves,passes,runMetres,lineBreakAssists,runsNormalMetres,scrumWins,runsNormal,runsKickReturnMetres,playerId,jumperNumber,fieldGoals,penaltyGoals,runs,matchId,periodId
0,0,0,0,0,0,0,0,0,0,7,4,0,0,12,0,0,2,0,0,0,340,2,0,0,3,0,0,0,0,0,Second Row,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,991267,11,0,0,5,124570101,2
0,0,0,0,0,0,1,0,0,0,4,1,0,1,20,0,1,2,0,0,0,340,0,0,0,0,0,0,1,2,0,Second Row,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,1011036,12,0,0,2,124570101,2
0,0,0,0,0,0,1,0,0,0,7,5,0,0,24,0,1,2,0,0,0,340,0,0,0,5,0,0,0,2,0,Lock,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1022684,13,0,0,5,124570101,2
0,0,0,0,0,0,0,0,0,0,3,2,0,0,15,0,0,2,0,0,0,340,0,0,0,2,0,0,0,0,0,Interchange,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1031045,14,0,0,2,124570101,2
0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,2,0,0,0,340,2,0,0,5,0,0,0,0,0,Interchange,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,5,0,995895,15,0,0,10,124570101,2
0,0,0,0,0,0,0,0,0,0,3,2,0,0,7,0,0,2,0,0,0,340,0,0,0,1,0,0,0,3,0,Interchange,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,1033236,16,0,0,2,124570101,2
0,0,0,0,0,0,0,0,0,0,18,1,0,0,10,0,0,2,0,0,0,340,0,0,0,0,0,0,0,2,0,Interchange,0,0,0,0,2,0,0,0,0,1,17,0,0,0,0,1,0,1024145,17,0,0,1,124570101,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,340,0,0,0,0,0,0,0,2,0,Interchange,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1028650,18,0,0,0,124570101,2
0,0,0,0,0,0,0,0,0,0,5,3,0,0,17,2,0,2,0,0,0,340,0,0,0,2,0,0,0,2,0,Interchange,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,991509,19,0,0,3,124570101,2
0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,0,0,2,0,0,0,340,0,0,1,0,0,0,0,0,0,Interchange,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1000014,20,0,0,1,124570101,2
0,0,0,0,0,0,1,0,0,0,9,7,0,0,1,0,1,2,0,0,0,8566,1,0,0,4,0,0,0,1,0,Fullback,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,1011025,1,0,0,6,124570101,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8566,0,0,0,0,0,0,0,0,0,Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025397,2,0,0,0,124570101,2
0,0,0,0,0,0,0,0,0,2,13,7,0,0,9,1,0,2,0,0,0,8566,0,0,0,3,0,1,1,3,0,Centre,1,0,0,1,3,0,0,0,0,0,5,0,0,0,0,3,0,31667,3,0,0,6,124570101,2
0,0,0,0,14,0,2,0,0,0,10,9,0,0,7,1,2,2,0,0,0,8566,0,0,0,7,0,0,1,1,10,Centre,1,0,0,0,1,0,14,0,2,0,0,14,0,0,0,2,0,1019570,4,0,0,9,124570101,2
0,0,0,0,0,0,0,0,0,0,7,7,0,0,1,0,0,2,0,0,0,8566,0,0,2,5,0,0,0,1,0,Wing,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1018245,5,0,0,7,124570101,2
0,0,0,0,0,0,1,0,0,0,12,3,0,1,2,0,1,2,0,0,0,8566,0,0,2,0,0,0,0,0,0,Five-Eighth,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,991256,6,0,0,3,124570101,2
0,0,0,0,0,0,0,0,0,0,22,4,0,7,6,0,0,2,0,0,0,8566,0,0,1,0,0,0,0,0,0,Halfback,0,0,0,0,0,1,0,1,1,0,11,0,0,0,1,5,0,31881,7,0,0,6,124570101,2
0,0,0,0,0,0,1,0,0,0,3,3,0,0,10,0,1,2,0,0,0,8566,0,0,0,3,0,0,0,1,0,Interchange,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,995877,8,0,0,3,124570101,2
0,0,0,0,0,0,3,0,0,0,50,5,0,1,9,0,3,2,0,0,6,8566,0,0,0,0,0,0,0,0,0,Hooker,0,0,0,0,0,0,0,0,3,0,44,0,0,0,0,0,0,999917,9,0,0,6,124570101,2
0,0,0,0,0,0,1,0,0,0,4,3,0,0,12,0,1,2,0,0,0,8566,0,0,0,3,0,0,0,0,0,Prop,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1025374,10,0,0,3,124570101,2
0,0,0,0,0,0,1,0,0,0,2,2,0,0,10,0,1,2,0,0,0,8566,0,0,0,1,0,0,0,0,0,Second Row,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1009175,11,0,0,2,124570101,2
0,0,0,0,0,0,1,0,0,0,7,5,0,0,8,0,1,2,0,0,0,8566,0,0,0,5,0,0,0,0,0,Second Row,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,31804,12,0,0,5,124570101,2
0,0,0,0,0,0,0,0,0,0,9,6,0,0,17,1,0,2,0,0,0,8566,0,0,0,6,0,0,0,0,0,Lock,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,991497,13,0,0,6,124570101,2
0,0,0,0,0,1,2,0,0,0,19,3,0,0,12,0,2,2,0,0,2,8566,1,0,0,1,0,0,0,2,0,Interchange,0,0,0,0,2,0,0,0,1,0,15,0,1,0,0,1,0,996341,14,0,0,4,124570101,2
0,0,0,0,0,0,0,0,0,0,4,4,0,0,13,0,0,2,0,0,0,8566,0,0,0,4,0,0,0,0,0,Interchange,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1024169,15,0,0,4,124570101,2
1,0,0,0,0,0,1,0,0,4,6,4,0,0,7,0,1,2,0,0,0,8566,0,0,0,4,0,0,0,0,0,Prop,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,1024167,16,0,0,5,124570101,2
0,0,0,0,0,0,1,0,0,0,18,4,0,3,6,1,1,2,0,0,0,8566,0,0,0,2,0,0,0,0,0,Interchange,1,0,0,0,0,0,0,0,1,0,10,0,0,0,2,2,0,990750,17,0,0,4,124570101,2
0,0,0,0,0,0,1,0,0,0,16,4,0,1,5,0,1,2,0,0,0,8566,0,1,2,0,0,0,0,0,0,Interchange,0,0,0,0,0,2,0,0,2,0,11,0,0,0,0,2,0,996043,18,0,0,4,124570101,2
0,0,0,0,0,0,1,0,0,0,3,3,0,0,8,0,1,2,0,0,0,8566,0,0,0,3,0,0,0,0,0,Interchange,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1021753,19,0,0,3,124570101,2
0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,2,0,0,0,8566,0,0,0,2,0,0,0,1,0,Interchange,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1018096,20,0,0,2,124570101,2
